mwe,type,distance,baseline
gained_international_attention,gained_international_attention,MWE_LVC,1.1784566162370547,3.926488847565722
military_academy,military_academy,MWE_COMPOUND_NOUN,1.772206392312278,3.5363053780011704
adult_education_classes,adult_education_classes,MWE_COMPOUND_NOUN,1.4376989571042174,4.910517083256506
social_outcast,social_outcast,MWE_COMPOUND_NOUN,0.8327182981696151,5.233079535073397
housewarming_party,housewarming_party,MWE_COMPOUND_NOUN,1.4106626763318542,4.809653621950545
draws_his_main_support,draws_his_main_support,MWE_LVC,2.6497980233710856,4.1718160160595525
air_fare,air_fare,MWE_COMPOUND_NOUN,0.7888373511060441,4.1103007437996535
financial_situation,financial_situation,MWE_COMPOUND_NOUN,1.0541603517210982,2.841955443814346
soy_sauces,soy_sauces,MWE_COMPOUND_NOUN,1.0319569375855762,2.4755471679028855
interference_problems,interference_problems,MWE_COMPOUND_NOUN,1.26178987820229,1.9650978314577623
trash_can,trash_can,MWE_COMPOUND_NOUN,2.5335453012678695,5.168838831667321
founding_member,founding_member,MWE_COMPOUND_NOUN,1.226323644726689,5.006016915555018
surfer_dude,surfer_dude,MWE_COMPOUND_NOUN,0.15799619263213274,4.471824218563158
gaseous_crowd_control,gaseous_crowd_control,MWE_COMPOUND_NOUN,1.5099100379531811,4.027614846325428
ignition_conditions,ignition_conditions,MWE_COMPOUND_NOUN,1.2607572253333508,5.219997172235345
heavy_machinery,heavy_machinery,MWE_COMPOUND_NOUN,1.2486420649337422,4.487464488090351
wedding_license,wedding_license,MWE_COMPOUND_NOUN,0.6387727887492547,4.022728120270869
risk_ratio,risk_ratio,MWE_COMPOUND_NOUN,1.293703394299578,3.32574317670006
present_day_members,present_day_members,MWE_COMPOUND_NOUN,3.1812851324005655,3.3981894494408347
beam_bay,beam_bay,MWE_COMPOUND_NOUN,2.3099665559954543,3.7466018325445267
political_societies,political_societies,MWE_COMPOUND_NOUN,2.1923376019352028,5.144543018548489
barnes_dance,barnes_dance,MWE_COMPOUND_NOUN,0.30029908151707696,4.050499891736329
folk_music,folk_music,MWE_COMPOUND_NOUN,1.1420195326504925,3.77648523191618
constitutional_law,constitutional_law,MWE_COMPOUND_NOUN,1.715953890366011,2.986887730874564
pipe_bomb,pipe_bomb,MWE_COMPOUND_NOUN,0.4651282508443235,3.7525030658897536
field_goal,field_goal,MWE_COMPOUND_NOUN,1.5784770862630537,5.288800387060189
musical_tradition,musical_tradition,MWE_COMPOUND_NOUN,1.2217716984061506,3.6542324473909695
eastern_bloc,eastern_bloc,MWE_COMPOUND_NOUN,1.086041731422071,4.243782427384797
social_democrats,social_democrats,MWE_COMPOUND_NOUN,0.5146608893482679,3.768122419004988
per_capita,per_capita,MWE_OTHER,1.7878176803098522,4.899885437746989
