mwe,type,distance,baseline
gained_international_attention,gained_international_attention,MWE_LVC,1.300888958729589,4.324177477300047
military_academy,military_academy,MWE_COMPOUND_NOUN,1.4688428630397297,3.3886674567558273
adult_education_classes,adult_education_classes,MWE_COMPOUND_NOUN,1.5735643799069674,4.2756862256870525
social_outcast,social_outcast,MWE_COMPOUND_NOUN,0.9284837124908276,6.731952190339368
housewarming_party,housewarming_party,MWE_COMPOUND_NOUN,1.4375348058366275,4.187215939190025
draws_his_main_support,draws_his_main_support,MWE_LVC,2.6464959225992706,2.717792352808617
air_fare,air_fare,MWE_COMPOUND_NOUN,0.7930773990694413,2.596124475871678
financial_situation,financial_situation,MWE_COMPOUND_NOUN,1.177418894847433,2.136172493943549
soy_sauces,soy_sauces,MWE_COMPOUND_NOUN,0.8140669804837929,2.177732733225315
interference_problems,interference_problems,MWE_COMPOUND_NOUN,1.255784753857523,3.8691198909405746
trash_can,trash_can,MWE_COMPOUND_NOUN,2.67373301057197,6.848191222139172
founding_member,founding_member,MWE_COMPOUND_NOUN,1.4628341108770668,3.954664109515497
surfer_dude,surfer_dude,MWE_COMPOUND_NOUN,0.23681169352673445,2.7819241132466215
gaseous_crowd_control,gaseous_crowd_control,MWE_COMPOUND_NOUN,1.4007263554889815,4.223783156326093
ignition_conditions,ignition_conditions,MWE_COMPOUND_NOUN,1.3156246306743427,4.959890346208372
wedding_license,wedding_license,MWE_COMPOUND_NOUN,0.702822021737189,4.203326903537243
heavy_machinery,heavy_machinery,MWE_COMPOUND_NOUN,1.2267640928324401,4.063730035530658
risk_ratio,risk_ratio,MWE_COMPOUND_NOUN,1.2414834300805226,1.3875806272072984
present_day_members,present_day_members,MWE_COMPOUND_NOUN,3.2122984946011104,4.561148483712078
beam_bay,beam_bay,MWE_COMPOUND_NOUN,2.2100404518763344,3.9244698955530293
political_societies,political_societies,MWE_COMPOUND_NOUN,2.1085841811377843,5.253865613440545
barnes_dance,barnes_dance,MWE_COMPOUND_NOUN,0.2470793003141907,0.7896231887577772
folk_music,folk_music,MWE_COMPOUND_NOUN,1.1372699984339687,3.6279084534426995
constitutional_law,constitutional_law,MWE_COMPOUND_NOUN,1.6638926407525514,3.2573892000989066
pipe_bomb,pipe_bomb,MWE_COMPOUND_NOUN,0.5393337566185245,2.6333080918149325
field_goal,field_goal,MWE_COMPOUND_NOUN,1.4746099066785427,4.949788666882253
musical_tradition,musical_tradition,MWE_COMPOUND_NOUN,1.4156287404055663,2.2067128830321354
eastern_bloc,eastern_bloc,MWE_COMPOUND_NOUN,1.1337083184377714,1.5509571846040755
social_democrats,social_democrats,MWE_COMPOUND_NOUN,0.712243822426527,3.3483584933783597
per_capita,per_capita,MWE_OTHER,1.898124678944062,1.0360709849363603
campaign_chairman,campaign_chairman,MWE_COMPOUND_NOUN,0.8608432721349456,3.198416336326933
frying_powder,frying_powder,MWE_COMPOUND_NOUN,0.10201140189581752,1.7601173903634948
brought_him_in_contact,brought_him_in_contact,MWE_LVC,2.4546609672205886,1.1912793561721784
took_the_lead,took_the_lead,MWE_LVC,2.903486212896203,3.22249617873505
series_of_books,series_of_books,MWE_COMPOUND_NOUN,3.5772549154205437,4.964255216792042
test_results,test_results,MWE_COMPOUND_NOUN,1.0318512927220909,4.285710355688307
paperback_sales,paperback_sales,MWE_COMPOUND_NOUN,0.265616589670619,3.972431920919855
narcotics_officers,narcotics_officers,MWE_COMPOUND_NOUN,0.1916480835163764,4.500585416168989
laser_beamlines,laser_beamlines,MWE_COMPOUND_NOUN,2.3022518375671357,3.901062103506429
wharf_area,wharf_area,MWE_COMPOUND_NOUN,1.2842046438044834,4.922002664148202
football_club,football_club,MWE_COMPOUND_NOUN,1.6947263846042373,3.236719237076333
enemy_territory,enemy_territory,MWE_COMPOUND_NOUN,0.6545658103922783,4.993687169507218
practical_accuracy,practical_accuracy,MWE_COMPOUND_NOUN,1.0163100442561805,3.84520696112641
nomadic_wandering,nomadic_wandering,MWE_COMPOUND_NOUN,0.14862542939214674,3.537629917937007
alternative_energy,alternative_energy,MWE_COMPOUND_NOUN,0.9916776111366785,2.3519694098095747
network_programs,network_programs,MWE_COMPOUND_NOUN,1.478384773225073,3.751388013186053
motion_picture_news,motion_picture_news,MWE_COMPOUND_NOUN,0.9683538363167901,4.058153442189317
opposition_groups,opposition_groups,MWE_COMPOUND_NOUN,1.9114951730507324,2.7392671806957787
value_added,value_added,MWE_COMPOUND_ADJ,1.9612529128001948,4.842731612459851
private_interests,private_interests,MWE_COMPOUND_NOUN,1.0812916793574943,1.1264968612730353
made_one_appearance,made_one_appearance,MWE_LVC,2.9588734433655475,3.8306264054855306
prohibition_laws,prohibition_laws,MWE_COMPOUND_NOUN,1.0340260555713767,0.3155087670224077
frying_oil,frying_oil,MWE_COMPOUND_NOUN,0.725927985686597,4.616772861336369
put_into_storage,put_into_storage,MWE_LVC,2.157813327150299,4.98218004704557
intoxication_tests,intoxication_tests,MWE_COMPOUND_NOUN,0.15010367263661473,4.457359786310167
fusion_yield,fusion_yield,MWE_COMPOUND_NOUN,0.11163789667715887,3.4838967902687656
stop_sarah,stop_sarah,,1.4133611562876456,4.248071232313201
holtzman_effect,holtzman_effect,MWE_COMPOUND_NOUN,1.811735565818864,2.519265657548247
social_class_system,social_class_system,MWE_COMPOUND_NOUN,2.219240237276112,3.5119036895463127
made_significant_changes,made_significant_changes,MWE_LVC,2.21816304979919,4.000546947524426
cultural_movements,cultural_movements,MWE_COMPOUND_NOUN,0.39701769775508744,4.430909363567595
presented_his_credentials,presented_his_credentials,MWE_LVC,1.6507761455454488,5.141340673533121
construction_phase,construction_phase,MWE_COMPOUND_NOUN,1.4033052870293405,3.448803518623814
resource_rights,resource_rights,MWE_COMPOUND_NOUN,0.3824418636077253,2.7015033025380513
horror_film,horror_film,MWE_COMPOUND_NOUN,1.4035917043585895,3.250777534567384
data_collection,data_collection,MWE_COMPOUND_NOUN,2.2976174693288813,3.090671615131248
low_powered,low_powered,MWE_COMPOUND_ADJ,1.7472640697569153,3.9205726792281252
military_guerrilla_groups,military_guerrilla_groups,MWE_COMPOUND_NOUN,1.3355511054143323,1.859599328181208
cover_stories,cover_stories,MWE_COMPOUND_NOUN,2.1408360609575516,4.105032043246312
cerebral_cortical_activity,cerebral_cortical_activity,MWE_COMPOUND_NOUN,0.18574994822999127,4.165937454664557
sweet_natured,sweet_natured,MWE_COMPOUND_ADJ,0.09174910465639431,4.096437618844939
indirect_drive,indirect_drive,MWE_COMPOUND_NOUN,0.8796667701911333,3.154645573031938
control_arrangements,control_arrangements,MWE_COMPOUND_NOUN,1.818339301014596,0.394812760979176
light_intensity,light_intensity,MWE_COMPOUND_NOUN,1.3488717396337209,2.3618368635955784
takes_care,takes_care,MWE_LVC,1.4329499139474486,4.5629071148855305
vacuum_chamber,vacuum_chamber,MWE_COMPOUND_NOUN,0.33578713318857234,4.5861726547323745
staff_writer,staff_writer,MWE_COMPOUND_NOUN,1.5352390336361303,2.9529787060801844
head_organizers,head_organizers,MWE_COMPOUND_NOUN,1.530784220812408,4.128487547380517
time_displacement_field,time_displacement_field,MWE_COMPOUND_NOUN,2.0820505103442826,4.119727341900797
get_revenge,get_revenge,MWE_LVC,1.445302763746839,4.261394501672427
democratic_republic,democratic_republic,MWE_COMPOUND_NOUN,1.6677842905692275,4.055552324188656
elk_antlers,elk_antlers,MWE_COMPOUND_NOUN,0.5281544348199683,3.360572672576803
bacterial_growth,bacterial_growth,MWE_COMPOUND_NOUN,0.19108391424842652,2.8898043237885505
teenage_parties_getting_out,teenage_parties_getting_out,MWE_COMPOUND_NOUN,1.6732339712808024,3.7282894481834434
alpha_particles,alpha_particles,MWE_COMPOUND_NOUN,0.0839002221585259,4.456754154856424
provincial_election,provincial_election,MWE_COMPOUND_NOUN,1.173873074144092,0.4964579027833075
away_fans,away_fans,MWE_COMPOUND_NOUN,2.4761322003349298,0.3182796173775506
given_instruction,given_instruction,MWE_LVC,1.658154448868078,3.7944750641752814
reach_some_firm_conclusions,reach_some_firm_conclusions,MWE_LVC,1.6285267090426585,4.561395202984828
touch_and_go_approach,touch_and_go_approach,MWE_COMPOUND_NOUN,2.19284476337019,8.192212593971485
motion_picture_achieved_a_considerable_success,motion_picture_achieved_a_considerable_success,MWE_COMPOUND_NOUN,1.3803778653222798,4.581454276827828
health_department,health_department,MWE_COMPOUND_NOUN,1.7488604030180628,4.002051700740384
energy_consumption,energy_consumption,MWE_COMPOUND_NOUN,0.777902063543188,4.356536563254806
offer_visual_representations,offer_visual_representations,MWE_LVC,0.5772763838403385,3.7062916518910116
ordinary_looking,ordinary_looking,MWE_COMPOUND_ADJ,0.9407385442866154,4.896501338173411
make_a_concert,make_a_concert,MWE_LVC,2.9689551122232287,5.161699659859725
planetary_force_fields,planetary_force_fields,MWE_COMPOUND_NOUN,0.42610601794741176,4.483516544565212
federal_agencies,federal_agencies,MWE_COMPOUND_NOUN,1.03258967251554,0.6600033910337127
spatial_filter,spatial_filter,MWE_COMPOUND_NOUN,0.7051165864623028,4.683646797188384
press_secretary,press_secretary,MWE_COMPOUND_NOUN,1.2748401016976603,2.4608814986108127
higher_education,higher_education,MWE_COMPOUND_NOUN,1.3917332325762903,2.4316248413610184
atp_test,atp_test,MWE_COMPOUND_NOUN,0.2554533435673724,3.7056631231597406
article_of_faith,article_of_faith,MWE_COMPOUND_NOUN,3.3518376237141756,8.282155005649496
cultural_institutions,cultural_institutions,,0.5232302929511535,2.8996048506953493
reservoir_side,reservoir_side,MWE_COMPOUND_NOUN,1.2850602554169397,3.9743572862616405
associative_life,associative_life,MWE_COMPOUND_NOUN,1.8691209096872257,4.450377391897568
high_powered,high_powered,,1.8596876711300208,3.8204327349978295
makes_fun,makes_fun,MWE_LVC,1.4589901560119418,3.6611820933708
public_service,public_service,MWE_COMPOUND_NOUN,2.1753815026722325,3.1229993102680953
family_clans,family_clans,MWE_COMPOUND_NOUN,1.9256713117353388,4.566552261037095
renewal_process,renewal_process,MWE_COMPOUND_NOUN,1.4598640364707771,4.721609956864183
drug_usage,drug_usage,MWE_COMPOUND_NOUN,1.2666681446607275,5.075443901475318
random_chance,random_chance,MWE_COMPOUND_NOUN,0.9976600917902851,3.4349150472802097
government_officials_gave_two_reasons,government_officials_gave_two_reasons,MWE_COMPOUND_NOUN,2.4382841547402228,4.985371204775127
made_much_of_trade,made_much_of_trade,MWE_LVC,2.8406972380905016,8.281058998639065
grain_elevators,grain_elevators,MWE_COMPOUND_NOUN,0.16175737695388118,5.102626343024931
gave_talks,gave_talks,MWE_LVC,1.6505481897260676,3.864204554340906
musical_film,musical_film,MWE_COMPOUND_NOUN,2.5375291111857226,3.439117916061763
two_beam_system,two_beam_system,MWE_COMPOUND_NOUN,2.2327995137148386,2.4788252335174823
shipping_business,shipping_business,MWE_COMPOUND_NOUN,0.9022638754160283,4.439487305451836
do_business,do_business,MWE_LVC,2.6997353359994385,5.126600791902564
general_election,general_election,MWE_COMPOUND_NOUN,2.0235151875420283,2.5590565834510186
shield_fighting,shield_fighting,MWE_COMPOUND_NOUN,1.9249509986564588,4.139717918678156
millimetre_grid,millimetre_grid,MWE_COMPOUND_NOUN,0.3189384984914803,4.102260887337007
psychiatric_hospital,psychiatric_hospital,MWE_COMPOUND_NOUN,0.416237776600707,2.884779167732428
broadcasting_interests,broadcasting_interests,MWE_COMPOUND_NOUN,0.7903717514302999,3.9538587265547314
target_chamber,target_chamber,MWE_COMPOUND_NOUN,1.0608416700866583,4.120017616881874
