mwe,type,distance,baseline
gained_international_attention,gained_international_attention,MWE_LVC,1.300888958729589,4.360680490810695
military_academy,military_academy,MWE_COMPOUND_NOUN,1.4688428630397297,4.674422766893256
adult_education_classes,adult_education_classes,MWE_COMPOUND_NOUN,1.5735643799069674,5.0750052916745805
social_outcast,social_outcast,MWE_COMPOUND_NOUN,0.9284837124908276,8.232909627898328
housewarming_party,housewarming_party,MWE_COMPOUND_NOUN,1.4375348058366275,4.999400809069823
draws_his_main_support,draws_his_main_support,MWE_LVC,2.6464959225992706,5.081819422163091
air_fare,air_fare,MWE_COMPOUND_NOUN,0.7930773990694413,4.334092954582884
financial_situation,financial_situation,MWE_COMPOUND_NOUN,1.177418894847433,4.392003678154653
soy_sauces,soy_sauces,MWE_COMPOUND_NOUN,0.8140669804837929,3.488671987899121
interference_problems,interference_problems,MWE_COMPOUND_NOUN,1.255784753857523,5.152678661127919
trash_can,trash_can,MWE_COMPOUND_NOUN,2.67373301057197,8.328439854708925
founding_member,founding_member,MWE_COMPOUND_NOUN,1.4628341108770668,4.827566412382848
surfer_dude,surfer_dude,MWE_COMPOUND_NOUN,0.23681169352673445,4.65348081863437
gaseous_crowd_control,gaseous_crowd_control,MWE_COMPOUND_NOUN,1.4007263554889815,4.473926638260062
ignition_conditions,ignition_conditions,MWE_COMPOUND_NOUN,1.3156246306743427,4.959890346208372
wedding_license,wedding_license,MWE_COMPOUND_NOUN,0.702822021737189,5.179379018585817
heavy_machinery,heavy_machinery,MWE_COMPOUND_NOUN,1.2267640928324401,4.563741244215208
risk_ratio,risk_ratio,MWE_COMPOUND_NOUN,1.2414834300805226,3.4790105525788513
present_day_members,present_day_members,MWE_COMPOUND_NOUN,3.2122984946011104,4.358578430736447
beam_bay,beam_bay,MWE_COMPOUND_NOUN,2.2100404518763344,4.026571455378012
political_societies,political_societies,MWE_COMPOUND_NOUN,2.1085841811377843,5.037959871053461
barnes_dance,barnes_dance,MWE_COMPOUND_NOUN,0.2470793003141907,4.753885519045553
folk_music,folk_music,MWE_COMPOUND_NOUN,1.1372699984339687,4.427653254381038
constitutional_law,constitutional_law,MWE_COMPOUND_NOUN,1.6638926407525514,4.2059538909386545
pipe_bomb,pipe_bomb,MWE_COMPOUND_NOUN,0.5393337566185245,5.0251370947911465
field_goal,field_goal,MWE_COMPOUND_NOUN,1.4746099066785427,5.259727276175638
musical_tradition,musical_tradition,MWE_COMPOUND_NOUN,1.4156287404055663,5.228995912428312
eastern_bloc,eastern_bloc,MWE_COMPOUND_NOUN,1.1337083184377714,5.151109390258859
social_democrats,social_democrats,MWE_COMPOUND_NOUN,0.712243822426527,4.5336604924391954
per_capita,per_capita,MWE_OTHER,1.898124678944062,4.829904738061405
campaign_chairman,campaign_chairman,MWE_COMPOUND_NOUN,0.8608432721349456,4.097378467324809
frying_powder,frying_powder,MWE_COMPOUND_NOUN,0.10201140189581752,4.457418420183033
brought_him_in_contact,brought_him_in_contact,MWE_LVC,2.4546609672205886,4.924544368008983
took_the_lead,took_the_lead,MWE_LVC,2.903486212896203,4.949930172465266
series_of_books,series_of_books,MWE_COMPOUND_NOUN,3.5772549154205437,8.343952269189403
test_results,test_results,MWE_COMPOUND_NOUN,1.0318512927220909,4.861813271945253
paperback_sales,paperback_sales,MWE_COMPOUND_NOUN,0.265616589670619,5.033049945358281
narcotics_officers,narcotics_officers,MWE_COMPOUND_NOUN,0.1916480835163764,4.733441825014226
laser_beamlines,laser_beamlines,MWE_COMPOUND_NOUN,2.3022518375671357,4.955142478782523
wharf_area,wharf_area,MWE_COMPOUND_NOUN,1.2842046438044834,4.922002664148202
football_club,football_club,MWE_COMPOUND_NOUN,1.6947263846042373,5.01906659108743
enemy_territory,enemy_territory,MWE_COMPOUND_NOUN,0.6545658103922783,5.076763424488973
practical_accuracy,practical_accuracy,MWE_COMPOUND_NOUN,1.0163100442561805,4.551523236828524
nomadic_wandering,nomadic_wandering,MWE_COMPOUND_NOUN,0.14862542939214674,4.802871557098629
alternative_energy,alternative_energy,MWE_COMPOUND_NOUN,0.9916776111366785,4.40604253512957
network_programs,network_programs,MWE_COMPOUND_NOUN,1.478384773225073,4.946557686855072
motion_picture_news,motion_picture_news,MWE_COMPOUND_NOUN,0.9683538363167901,3.882624746494824
opposition_groups,opposition_groups,MWE_COMPOUND_NOUN,1.9114951730507324,3.796142329729616
value_added,value_added,MWE_COMPOUND_ADJ,1.9612529128001948,4.366629783955471
private_interests,private_interests,MWE_COMPOUND_NOUN,1.0812916793574943,4.879686543298759
made_one_appearance,made_one_appearance,MWE_LVC,2.9588734433655475,4.079897910131821
prohibition_laws,prohibition_laws,MWE_COMPOUND_NOUN,1.0340260555713767,4.958109511816676
frying_oil,frying_oil,MWE_COMPOUND_NOUN,0.725927985686597,4.78843252987875
