mwe,type,distance,baseline
gained_international_attention,gained_international_attention,MWE_LVC,0.1274500254474496,2.8469536636807065
military_academy,military_academy,MWE_COMPOUND_NOUN,0.6742135299943928,1.759671281594094
adult_education_classes,adult_education_classes,MWE_COMPOUND_NOUN,0.24073455717357148,2.3885338011776174
social_outcast,social_outcast,MWE_COMPOUND_NOUN,0.33346114593682424,3.6885031603691223
housewarming_party,housewarming_party,MWE_COMPOUND_NOUN,0.6169875606365577,2.560587946201809
draws_his_main_support,draws_his_main_support,MWE_LVC,1.9284963038329888,0.9068060315877924
air_fare,air_fare,MWE_COMPOUND_NOUN,0.7192215797937378,1.521485382903497
financial_situation,financial_situation,MWE_COMPOUND_NOUN,0.33041647365370574,0.7450689368159165
soy_sauces,soy_sauces,MWE_COMPOUND_NOUN,0.11483587530036075,0.7840802546729513
interference_problems,interference_problems,MWE_COMPOUND_NOUN,0.45255196097409645,3.364474638422469
trash_can,trash_can,MWE_COMPOUND_NOUN,1.424893420565377,3.672045741864199
founding_member,founding_member,MWE_COMPOUND_NOUN,0.5930726950326157,1.8196942561762954
surfer_dude,surfer_dude,MWE_COMPOUND_NOUN,0.11200941695232595,1.3784152808119912
gaseous_crowd_control,gaseous_crowd_control,MWE_COMPOUND_NOUN,0.5403059283198322,1.333380131566389
ignition_conditions,ignition_conditions,MWE_COMPOUND_NOUN,0.5293128946315686,7.574068714976978
wedding_license,wedding_license,MWE_COMPOUND_NOUN,0.1854464165042021,2.0231067635537676
heavy_machinery,heavy_machinery,MWE_COMPOUND_NOUN,0.40379115664938725,0.7933663242235579
risk_ratio,risk_ratio,MWE_COMPOUND_NOUN,0.29419651995902324,1.1513692343184265
present_day_members,present_day_members,MWE_COMPOUND_NOUN,1.3178726315481577,1.8690402443050818
beam_bay,beam_bay,MWE_COMPOUND_NOUN,0.5922628328065168,1.8316403791102116
political_societies,political_societies,MWE_COMPOUND_NOUN,0.6467184681318061,5.2504239999788584
barnes_dance,barnes_dance,MWE_COMPOUND_NOUN,0.09347811803705723,0.23186530588468815
folk_music,folk_music,MWE_COMPOUND_NOUN,0.7732354448555757,1.4872668169071073
constitutional_law,constitutional_law,MWE_COMPOUND_NOUN,0.5423290099459921,0.8878860838936491
pipe_bomb,pipe_bomb,MWE_COMPOUND_NOUN,0.3831393080153744,1.4249291524363588
field_goal,field_goal,MWE_COMPOUND_NOUN,0.6242446391730168,0.17118139345442893
musical_tradition,musical_tradition,MWE_COMPOUND_NOUN,0.3035992931233536,1.1969787188195955
eastern_bloc,eastern_bloc,MWE_COMPOUND_NOUN,0.3533393022135381,0.7630882758783548
social_democrats,social_democrats,MWE_COMPOUND_NOUN,0.3095836232672038,1.2305753779935629
per_capita,per_capita,MWE_OTHER,0.29531394853824633,0.5432045987342154
campaign_chairman,campaign_chairman,MWE_COMPOUND_NOUN,0.2799110461919108,1.5750500867810517
frying_powder,frying_powder,MWE_COMPOUND_NOUN,0.14605949224716616,0.6810013099282556
brought_him_in_contact,brought_him_in_contact,MWE_LVC,2.622639937871738,0.6567630184587132
took_the_lead,took_the_lead,MWE_LVC,0.6597771590534691,1.7020202042840145
series_of_books,series_of_books,MWE_COMPOUND_NOUN,3.466731569014361,7.179765501739941
test_results,test_results,MWE_COMPOUND_NOUN,0.4180861016776328,2.137387825306161
paperback_sales,paperback_sales,MWE_COMPOUND_NOUN,0.3062771261610961,2.0926617823028644
narcotics_officers,narcotics_officers,MWE_COMPOUND_NOUN,0.29870506406487324,1.4263424088475392
laser_beamlines,laser_beamlines,MWE_COMPOUND_NOUN,0.8231984493805246,2.014798663241814
wharf_area,wharf_area,MWE_COMPOUND_NOUN,0.707596899204978,7.434586646071322
football_club,football_club,MWE_COMPOUND_NOUN,0.5479357906782967,1.152917668517141
enemy_territory,enemy_territory,MWE_COMPOUND_NOUN,0.0944298409614249,7.064340846113812
practical_accuracy,practical_accuracy,MWE_COMPOUND_NOUN,0.20482745121015886,1.1101701546889111
nomadic_wandering,nomadic_wandering,MWE_COMPOUND_NOUN,0.04760419708387066,1.0192055682986627
alternative_energy,alternative_energy,MWE_COMPOUND_NOUN,0.35800204234438393,0.92666469730696
network_programs,network_programs,MWE_COMPOUND_NOUN,0.35595524701007003,1.2836147137759057
motion_picture_news,motion_picture_news,MWE_COMPOUND_NOUN,0.5182558305984926,2.7616086172997067
opposition_groups,opposition_groups,MWE_COMPOUND_NOUN,0.6930598161659641,0.9862672719967952
value_added,value_added,MWE_COMPOUND_ADJ,0.6893398174958778,2.9442617717585846
private_interests,private_interests,MWE_COMPOUND_NOUN,0.3997528708083283,0.5973701326748769
made_one_appearance,made_one_appearance,MWE_LVC,1.8380000015339746,1.835903911036196
prohibition_laws,prohibition_laws,MWE_COMPOUND_NOUN,0.3496640113480368,0.37599741881959775
frying_oil,frying_oil,MWE_COMPOUND_NOUN,0.11363551377100385,1.810568838825798
put_into_storage,put_into_storage,MWE_LVC,0.8290547904667634,2.9599737662410113
intoxication_tests,intoxication_tests,MWE_COMPOUND_NOUN,0.06210824289496524,5.190604062889598
fusion_yield,fusion_yield,MWE_COMPOUND_NOUN,0.051530616819032926,1.454809554898853
stop_sarah,stop_sarah,,0.4670275764047558,1.0198863980699029
holtzman_effect,holtzman_effect,MWE_COMPOUND_NOUN,0.214465040007107,1.334057769959757
social_class_system,social_class_system,MWE_COMPOUND_NOUN,0.6446244096602126,1.0607297968266942
made_significant_changes,made_significant_changes,MWE_LVC,1.0614089421857575,1.9528882210633558
cultural_movements,cultural_movements,MWE_COMPOUND_NOUN,0.12090477107211278,2.168946924602813
presented_his_credentials,presented_his_credentials,MWE_LVC,1.7694611409986125,3.7087993593462283
construction_phase,construction_phase,MWE_COMPOUND_NOUN,0.6056313406483351,2.5124098067482934
resource_rights,resource_rights,MWE_COMPOUND_NOUN,0.07295373580564601,1.2064874423213032
horror_film,horror_film,MWE_COMPOUND_NOUN,0.6119416467037523,1.1746736036129355
data_collection,data_collection,MWE_COMPOUND_NOUN,0.9497443021097838,1.083255659607648
low_powered,low_powered,MWE_COMPOUND_ADJ,0.2242070458900656,2.5354791965117753
military_guerrilla_groups,military_guerrilla_groups,MWE_COMPOUND_NOUN,0.33159182382930436,0.6035323064020681
cover_stories,cover_stories,MWE_COMPOUND_NOUN,0.5788301016906862,2.611870662474695
cerebral_cortical_activity,cerebral_cortical_activity,MWE_COMPOUND_NOUN,0.062271409787228116,2.2268024612960176
sweet_natured,sweet_natured,MWE_COMPOUND_ADJ,0.0904318902268442,1.709063086528113
indirect_drive,indirect_drive,MWE_COMPOUND_NOUN,0.3401591023991568,1.5222167981375054
